Date,Price,Property Type,Location,Bedrooms,Bathrooms,Parking,Garden,Lease Length,Contact,Quarter
October 2024,"€ 2,120",Apartment,Dublin City North - Dublin 11,2 Bedrooms,2 Bathrooms,No,No,6 months,Owner,Q4
October 2024,"€ 3,940",House,Dublin City South - Dublin 16,3,1 Bathroom,Yes,Y,???,Estate Agent,Q4
October 2024,"€ 5,640 per month",House,Dublin City North - Dublin 15,4 Bedrooms,4 Bathrooms,Yes,Yes,3 months,Owner,Q4
October 2024,"€ 1,810",Apartment,Dublin City South - Dublin 18,1,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,260 per month",Apartment,Dublin City South - Dublin 22,1,1 Bathroom,Yes,N,???,Estate Agent,Q4
October 2024,"€ 1,040",Apartment,Dublin City South - Dublin 12,1 Bedroom,2 Bathrooms,Yes,???,12 months,Estate Agent,Q4
October 2024,"€3,470.00",Apartment,Dublin City South - Dublin 4,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,060",Apartment,Dublin City North - Dublin 1,1,2 Bathrooms,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,360",Apartment,Dublin City North - Dublin 17,1 Bedroom,2 Bathrooms,???,No,6 months,Estate Agent,Q4
October 2024,"€ 5,050",Apartment,Dublin City South - Dublin 2,3 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,€ 890,Apartment,Dublin City South - Dublin 6W,1 Bedroom,2,Yes,No,12 months,Owner,Q4
October 2024,"€ 2,090",Apartment,Dublin City North - Dublin 3,1,2 Bathrooms,No,???,12 months,Owner,Q4
October 2024,"€1,890.00",Apartment,Dublin City South - Dublin 8,2 Bedrooms,2 Bathrooms,Y,No,12 months,Estate Agent,Q4
October 2024,"€ 4,570",House,Dublin City North - Dublin 15,3,2 Bathrooms,Yes,???,12 months,Estate Agent,Q4
October 2024,"€ 3,700",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,???,No,3 months,Estate Agent,Q4
October 2024,"€ 7,280",Apartment,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,N,No,3 months,Estate Agent,Q4
October 2024,"€ 1,700",Apartment,Dublin City South - Dublin 2,1,1 Bathroom,No,No,12 months,Estate Agent,Q4
October 2024,"€ 2,340 per month",Apartment,Dublin City South - Dublin 14,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q4
October 2024,"€ 1,270 per month",Apartment,Dublin City South - Dublin 6W,2 Bedrooms,1 Bathroom,Yes,No,6 months,Estate Agent,Q4
October 2024,"€ 1,970",Apartment,Dublin City North - Dublin 17,2,1,No,???,12 months,Estate Agent,Q4
October 2024,"€ 1,220 per month",Apartment,Dublin City South - Dublin 2,1,2,No,N,12 months,Estate Agent,Q4
November 2024,"€ 2,020",Apartment,Dublin City South - Dublin 4,1,2 Bathrooms,No,No,12 months,Owner,Q4
November 2024,"€ 2,640",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,Yes,No,12.0,Estate Agent,Q4
November 2024,"€ 1,020",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,No,N,6 months,Estate Agent,Q4
November 2024,"€ 1,000",Apartment,Dublin City South - Dublin 14,1 Bedroom,2 Bathrooms,Yes,No,12 months,Estate Agent,Q4
November 2024,"€1,760.00",Apartment,Dublin City South - Dublin 4,1,2,Yes,No,12 months,Estate Agent,Q4
November 2024,€ 870,Apartment,North Co Dublin,1,1 Bathroom,???,No,6 months,Owner,Q4
November 2024,"€ 3,220",House,Dublin City South - Dublin 10,3 Bedrooms,2,Yes,Yes,12 months,Estate Agent,Q4
November 2024,"€ 2,370",Apartment,Dublin City South - Dublin 2,2,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 1,040",Apartment,Dublin City South - Dublin 6,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 3,980",House,Dublin City South - Dublin 14,4 Bedrooms,3 Bathrooms,Yes,Yes,12 months,Owner,Q4
November 2024,"€ 5,080",House,Dublin City North - Dublin 15,2,1 Bathroom,N,Yes,3 months,Owner,Q4
November 2024,"€ 1,460",Apartment,Dublin City North - Dublin 11,1,1 Bathroom,No,No,12.0,Owner,Q4
November 2024,"€ 3,870",House,Dublin City North - Dublin 15,3 Bedrooms,2 Bathrooms,Y,Yes,3 months,Estate Agent,Q4
November 2024,"€2,290.00",Apartment,Dublin City South - Dublin 14,2,1 Bathroom,Yes,No,12 months,Owner,Q4
November 2024,"€ 2,320",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2,No,No,12 months,Estate Agent,Q4
November 2024,"€ 1,660",Apartment,South Co Dublin,1 Bedroom,1 Bathroom,N,No,12 months,Estate Agent,Q4
November 2024,"€ 1,320 per month",Apartment,Dublin City South - Dublin 22,1 Bedroom,1 Bathroom,No,No,12.0,Estate Agent,Q4
November 2024,"€ 5,660",House,Dublin City South - Dublin 6,3 Bedrooms,1 Bathroom,Yes,Y,6.0,Owner,Q4
November 2024,"€2,630.00",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,???,12 months,Owner,Q4
November 2024,"€ 2,930 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 2,050",Apartment,Dublin City North - Dublin 1,1,2 Bathrooms,No,No,6 months,Estate Agent,Q4
November 2024,€ 770 per month,Apartment,Dublin City North - Dublin 17,1,1 Bathroom,No,No,6 months,Owner,Q4
November 2024,"€ 5,870",House,Dublin City North - Dublin 11,3 Bedrooms,2 Bathrooms,Yes,???,3 months,Owner,Q4
November 2024,"€ 4,750",House,Dublin City South - Dublin 12,4,1 Bathroom,Y,Yes,12 months,Owner,Q4
November 2024,"€2,200.00",Apartment,Dublin City South - Dublin 2,1,2 Bathrooms,No,No,12 months,Owner,Q4
November 2024,"€ 2,370",Apartment,Dublin City North - Dublin 5,2,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 1,430 per month",Apartment,Dublin City South - Dublin 14,2,1 Bathroom,Yes,No,3 months,Estate Agent,Q4
November 2024,"€ 2,180",Apartment,Dublin City South - Dublin 2,1,2 Bathrooms,No,???,12 months,Estate Agent,Q4
November 2024,"€ 4,610",House,Dublin City North - Dublin 13,2 Bedrooms,2,No,???,???,Estate Agent,Q4
November 2024,"€ 3,320",House,North Co Dublin,4,3,Yes,???,12 months,Owner,Q4
November 2024,"€2,580.00",Apartment,Dublin City South - Dublin 6,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 1,950",Apartment,Dublin City South - Dublin 16,1 Bedroom,2 Bathrooms,Yes,No,12 months,Estate Agent,Q4
November 2024,"€ 1,210",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q4
November 2024,"€ 4,650 per month",House,Dublin City North - Dublin 5,3 Bedrooms,2 Bathrooms,Yes,Yes,6 months,Owner,Q4
November 2024,"€ 2,610",Apartment,Dublin City South - Dublin 6,2,1 Bathroom,No,No,12 months,Owner,Q4
November 2024,"€ 1,190",Apartment,Dublin City South - Dublin 2,1 Bedroom,2,No,N,12 months,Owner,Q4
November 2024,"€ 1,830",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1,Y,N,12 months,Owner,Q4
November 2024,"€ 3,350 per month",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,No,No,6 months,Estate Agent,Q4
November 2024,"€ 5,850",Apartment,Dublin City North - Dublin 1,3 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q4
November 2024,"€ 1,660 per month",Apartment,South Co Dublin,2,2 Bathrooms,Yes,N,12 months,Estate Agent,Q4
November 2024,"€ 6,430",House,Dublin City South - Dublin 6,4 Bedrooms,3 Bathrooms,Yes,Y,12 months,Estate Agent,Q4
November 2024,"€ 2,520",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,Yes,No,3 months,Estate Agent,Q4
November 2024,"€ 1,800",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 1,510",Apartment,Dublin City North - Dublin 1,2,2 Bathrooms,No,No,6 months,Estate Agent,Q4
November 2024,"€ 2,360 per month",Apartment,Dublin City South - Dublin 4,2 Bedrooms,2,Yes,???,12 months,Estate Agent,Q4
November 2024,"€ 2,690 per month",Apartment,Dublin City South - Dublin 18,2 Bedrooms,1 Bathroom,Yes,No,6 months,Estate Agent,Q4
November 2024,€940.00,Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Owner,Q4
November 2024,"€ 2,970",House,Dublin City South - Dublin 2,4 Bedrooms,3 Bathrooms,Yes,Yes,12 months,Estate Agent,Q4
November 2024,"€ 1,480",Apartment,Dublin City South - Dublin 6W,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 2,780 per month",Apartment,Dublin City North - Dublin 13,3 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 2,230",Apartment,Dublin City North - Dublin 11,2,1,Yes,No,6 months,Estate Agent,Q4
November 2024,"€ 2,370",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,Yes,N,12 months,Estate Agent,Q4
November 2024,"€ 4,420 per month",House,Dublin City North - Dublin 9,3 Bedrooms,2 Bathrooms,???,Yes,12 months,Estate Agent,Q4
November 2024,"€ 1,160",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,Yes,No,12 months,Estate Agent,Q4
November 2024,"€ 2,670",Apartment,Dublin City South - Dublin 8,1,1 Bathroom,Yes,No,3.0,Estate Agent,Q4
November 2024,"€2,100.00 per month",Apartment,Dublin City North - Dublin 5,1 Bedroom,1 Bathroom,???,No,12 months,Owner,Q4
November 2024,"€1,310.00",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 1,480",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12.0,Owner,Q4
November 2024,"€2,210.00",Apartment,Dublin City South - Dublin 2,1,1 Bathroom,No,No,6.0,Estate Agent,Q4
November 2024,"€ 3,820",House,Dublin City South - Dublin 10,3 Bedrooms,1 Bathroom,Yes,Yes,12 months,Owner,Q4
November 2024,"€ 3,060",House,Dublin City North - Dublin 9,3,1,No,Yes,12 months,Estate Agent,Q4
November 2024,"€ 1,860 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,6 months,Owner,Q4
November 2024,"€ 6,100",Apartment,Dublin City South - Dublin 2,3,1,N,No,12 months,Owner,Q4
November 2024,"€ 1,300",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,Yes,No,6 months,Owner,Q4
November 2024,"€ 4,900",House,Dublin City North - Dublin 11,4,4 Bathrooms,Yes,Yes,12 months,Estate Agent,Q4
November 2024,"€ 3,760 per month",House,Dublin City North - Dublin 11,4 Bedrooms,3 Bathrooms,Yes,Yes,12 months,Estate Agent,Q4
November 2024,"€2,050.00 per month",Apartment,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€3,630.00 per month",House,South Co Dublin,3 Bedrooms,2,Yes,Yes,6.0,Estate Agent,Q4
November 2024,"€ 2,250",Apartment,Dublin City South - Dublin 2,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q4
November 2024,"€ 2,820 per month",Apartment,Dublin City South - Dublin 2,2,1,No,N,12 months,Owner,Q4
November 2024,"€ 5,340",House,North Co Dublin,4 Bedrooms,3 Bathrooms,Yes,Yes,3 months,Owner,Q4
November 2024,"€1,390.00",Apartment,Dublin City South - Dublin 18,1 Bedroom,1,No,No,12 months,Estate Agent,Q4
November 2024,"€ 2,720",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€5,310.00",House,Dublin City South - Dublin 18,3 Bedrooms,2 Bathrooms,No,Yes,12 months,Estate Agent,Q4
November 2024,"€ 1,700",Apartment,Dublin City South - Dublin 2,1,1 Bathroom,Yes,No,12 months,Estate Agent,Q4
November 2024,"€ 4,520",House,Dublin City North - Dublin 11,4,1,Yes,Y,6 months,Estate Agent,Q4
November 2024,"€ 4,570 per month",Apartment,Dublin City North - Dublin 7,3 Bedrooms,1,No,No,???,Estate Agent,Q4
November 2024,"€ 5,410",House,Dublin City South - Dublin 2,3 Bedrooms,1 Bathroom,Yes,???,6 months,Estate Agent,Q4
November 2024,"€ 1,960",Apartment,Dublin City North - Dublin 1,1 Bedroom,2 Bathrooms,No,No,12 months,Estate Agent,Q4
November 2024,"€3,150.00",House,Dublin City South - Dublin 12,3 Bedrooms,2 Bathrooms,No,Yes,12.0,Estate Agent,Q4
November 2024,"€ 4,310",Apartment,Dublin City North - Dublin 1,3 Bedrooms,2,Yes,No,12 months,Owner,Q4
November 2024,"€ 4,120",Apartment,Dublin City South - Dublin 2,3 Bedrooms,2 Bathrooms,No,???,6 months,Owner,Q4
November 2024,"€2,870.00",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,N,N,???,Owner,Q4
November 2024,"€ 4,440",House,Dublin City South - Dublin 20,3 Bedrooms,2 Bathrooms,No,Y,3 months,Owner,Q4
November 2024,"€ 2,810",Apartment,Dublin City North - Dublin 5,2 Bedrooms,2,No,No,12 months,Estate Agent,Q4
November 2024,"€ 2,150 per month",Apartment,Dublin City North - Dublin 5,1 Bedroom,1 Bathroom,No,N,12.0,Estate Agent,Q4
November 2024,"€ 4,920",House,Dublin City South - Dublin 20,3 Bedrooms,1 Bathroom,No,Y,12 months,Estate Agent,Q4
November 2024,"€4,060.00",House,Dublin City North - Dublin 11,4 Bedrooms,1 Bathroom,No,Yes,6 months,Owner,Q4
November 2024,"€1,950.00",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,No,???,12 months,Estate Agent,Q4
November 2024,"€ 3,070",House,North Co Dublin,4 Bedrooms,4,Yes,Yes,6 months,Owner,Q4
November 2024,"€ 6,020",House,Dublin City South - Dublin 16,5 Bedrooms,3,Yes,Yes,3 months,Estate Agent,Q4
November 2024,"€ 4,290",House,Dublin City North - Dublin 13,3,2 Bathrooms,No,Yes,12 months,Owner,Q4
November 2024,"€2,140.00",Apartment,Dublin City South - Dublin 6W,2 Bedrooms,1 Bathroom,No,No,6.0,Estate Agent,Q4
November 2024,"€ 4,000",House,Dublin City North - Dublin 5,3 Bedrooms,1 Bathroom,Y,No,3 months,Owner,Q4
November 2024,"€ 4,250",House,Dublin City South - Dublin 6,3 Bedrooms,2 Bathrooms,Yes,Yes,3.0,Owner,Q4
November 2024,"€ 1,950",Apartment,Dublin City North - Dublin 3,1 Bedroom,1 Bathroom,???,No,12 months,Owner,Q4
November 2024,"€ 1,630",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q4
November 2024,"€ 4,090",Apartment,Dublin City North - Dublin 1,2,1 Bathroom,Yes,No,3 months,Estate Agent,Q4
November 2024,"€ 2,930",Apartment,Dublin City South - Dublin 6,2,1 Bathroom,No,No,???,Owner,Q4
November 2024,"€1,380.00 per month",Apartment,Dublin City South - Dublin 8,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 5,650",House,Dublin City South - Dublin 10,4 Bedrooms,4,No,Yes,3 months,Owner,Q4
November 2024,"€ 5,080 per month",House,Dublin City South - Dublin 6,4 Bedrooms,1 Bathroom,Yes,Yes,3 months,Owner,Q4
November 2024,"€ 2,420",Apartment,Dublin City North - Dublin 7,2,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 1,420",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,N,No,12 months,Owner,Q4
November 2024,"€ 3,140 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 2,290 per month",Apartment,Dublin City North - Dublin 7,2,2 Bathrooms,No,No,12.0,Estate Agent,Q4
November 2024,"€ 5,040",Apartment,Dublin City South - Dublin 12,3 Bedrooms,1 Bathroom,Y,No,6 months,Owner,Q4
November 2024,"€ 3,070",Apartment,Dublin City South - Dublin 2,2,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 3,460 per month",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,Y,No,12 months,Estate Agent,Q4
November 2024,€ 760,Apartment,Dublin City South - Dublin 20,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 2,970 per month",Apartment,Dublin City South - Dublin 8,2 Bedrooms,2,N,No,???,Estate Agent,Q4
November 2024,"€4,410.00",House,Dublin City North - Dublin 5,3 Bedrooms,1,Yes,Yes,3 months,Owner,Q4
November 2024,"€ 1,820",Apartment,Dublin City South - Dublin 12,1 Bedroom,2,???,No,12 months,Owner,Q4
November 2024,"€ 2,140",Apartment,Dublin City North - Dublin 1,1,2,No,No,12 months,Estate Agent,Q4
November 2024,"€ 3,370",House,Dublin City South - Dublin 16,1 Bedroom,1 Bathroom,Yes,No,3 months,Owner,Q4
November 2024,"€ 7,640",House,Dublin City North - Dublin 1,4,3 Bathrooms,Yes,Yes,3 months,Estate Agent,Q4
November 2024,"€ 1,880",Apartment,Dublin City North - Dublin 1,1 Bedroom,2,Yes,No,12 months,Estate Agent,Q4
November 2024,"€ 2,490",Apartment,Dublin City North - Dublin 7,2 Bedrooms,1 Bathroom,N,No,6 months,Estate Agent,Q4
November 2024,"€2,150.00",Apartment,South Co Dublin,1 Bedroom,2 Bathrooms,No,No,12 months,Owner,Q4
November 2024,"€5,200.00",House,Dublin City North - Dublin 11,4 Bedrooms,3,???,Y,12 months,Owner,Q4
November 2024,"€ 1,670",Apartment,Dublin City South - Dublin 14,1,2 Bathrooms,No,No,3 months,Estate Agent,Q4
November 2024,"€ 3,840",House,Dublin City South - Dublin 18,4 Bedrooms,1 Bathroom,Yes,Yes,12 months,Estate Agent,Q4
November 2024,"€ 3,030",House,Dublin City South - Dublin 16,3,2 Bathrooms,Yes,Yes,6 months,Estate Agent,Q4
November 2024,"€ 4,400",House,Dublin City North - Dublin 1,4 Bedrooms,1 Bathroom,No,Yes,12 months,Estate Agent,Q4
November 2024,"€ 4,690",House,Dublin City South - Dublin 22,2,1,Yes,Yes,12 months,Estate Agent,Q4
November 2024,"€ 3,160",House,Dublin City North - Dublin 1,4 Bedrooms,4 Bathrooms,Yes,Yes,12 months,Estate Agent,Q4
November 2024,"€ 2,400",Apartment,Dublin City South - Dublin 6,2,1 Bathroom,No,No,6.0,Owner,Q4
November 2024,"€ 1,100",Apartment,Dublin City North - Dublin 5,1 Bedroom,2 Bathrooms,No,No,6 months,Owner,Q4
November 2024,"€ 5,470",House,Dublin City South - Dublin 6W,4,1,No,Yes,6 months,Estate Agent,Q4
November 2024,"€ 2,280",Apartment,Dublin City North - Dublin 9,2 Bedrooms,2 Bathrooms,Yes,???,6 months,Estate Agent,Q4
November 2024,"€1,530.00",Apartment,Dublin City South - Dublin 2,2 Bedrooms,2 Bathrooms,Yes,No,6 months,Estate Agent,Q4
November 2024,"€ 2,420 per month",House,Dublin City North - Dublin 7,3,2 Bathrooms,Yes,No,12 months,Owner,Q4
November 2024,"€ 2,020",Apartment,Dublin City North - Dublin 1,1 Bedroom,1,No,N,12 months,Estate Agent,Q4
November 2024,"€ 6,140",House,Dublin City South - Dublin 2,1 Bedroom,1 Bathroom,No,Yes,6 months,Owner,Q4
November 2024,"€ 3,670",House,Dublin City North - Dublin 3,2 Bedrooms,1 Bathroom,No,Yes,6 months,Estate Agent,Q4
November 2024,"€ 5,310",House,Dublin City South - Dublin 2,4,2 Bathrooms,Yes,Yes,12 months,Estate Agent,Q4
November 2024,"€ 1,690 per month",Apartment,Dublin City North - Dublin 1,1,2 Bathrooms,No,No,12 months,Owner,Q4
November 2024,"€ 1,130",Apartment,Dublin City South - Dublin 8,1,2 Bathrooms,No,???,12 months,Estate Agent,Q4
November 2024,"€ 1,160",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 1,970 per month",Apartment,Dublin City South - Dublin 16,2 Bedrooms,1 Bathroom,No,No,12 months,Owner,Q4
November 2024,"€ 1,300 per month",Apartment,South Co Dublin,2 Bedrooms,2 Bathrooms,N,No,12 months,Estate Agent,Q4
November 2024,"€ 1,570",Apartment,Dublin City North - Dublin 9,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€2,370.00",House,Dublin City South - Dublin 2,3,2 Bathrooms,No,No,12 months,Owner,Q4
November 2024,"€ 2,580 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,€ 910,Apartment,Dublin City North - Dublin 7,1 Bedroom,2 Bathrooms,N,No,12 months,Owner,Q4
November 2024,"€ 5,130",House,Dublin City South - Dublin 14,3,2 Bathrooms,Y,Yes,12 months,Estate Agent,Q4
November 2024,"€ 1,420",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2,Yes,N,12 months,Estate Agent,Q4
November 2024,"€ 4,670",House,Dublin City North - Dublin 13,3 Bedrooms,1 Bathroom,Yes,???,12 months,Owner,Q4
November 2024,"€ 2,240",Apartment,Dublin City North - Dublin 15,3 Bedrooms,1,No,No,12.0,Estate Agent,Q4
November 2024,"€ 6,310",House,Dublin City South - Dublin 2,3 Bedrooms,2 Bathrooms,Yes,Yes,6 months,Owner,Q4
November 2024,"€ 2,700 per month",Apartment,Dublin City North - Dublin 1,2 Bedrooms,2 Bathrooms,No,No,12 months,Estate Agent,Q4
November 2024,"€ 2,400",House,Dublin City North - Dublin 17,3 Bedrooms,1 Bathroom,Yes,Yes,12 months,Owner,Q4
November 2024,"€ 2,580",Apartment,Dublin City South - Dublin 4,1 Bedroom,1 Bathroom,No,No,12.0,Owner,Q4
November 2024,"€ 2,230 per month",Apartment,Dublin City South - Dublin 2,1,1,No,No,12 months,Estate Agent,Q4
November 2024,"€ 4,850",House,Dublin City South - Dublin 10,5 Bedrooms,2 Bathrooms,No,Yes,12 months,Estate Agent,Q4
November 2024,"€ 1,750",Apartment,Dublin City North - Dublin 1,1,1 Bathroom,No,No,12 months,Owner,Q4
November 2024,€780.00,Apartment,North Co Dublin,1 Bedroom,1,No,No,12.0,Estate Agent,Q4
November 2024,"€ 2,380",Apartment,Dublin City North - Dublin 1,2 Bedrooms,1 Bathroom,Yes,No,12 months,Estate Agent,Q4
November 2024,"€ 2,470",Apartment,Dublin City South - Dublin 2,2 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
November 2024,"€ 1,550",Apartment,Dublin City South - Dublin 4,2 Bedrooms,1 Bathroom,N,No,12 months,Owner,Q4
December 2024,"€ 2,260",Apartment,Dublin City South - Dublin 2,2,1 Bathroom,N,No,12 months,Estate Agent,Q4
December 2024,"€ 2,590",Apartment,Dublin City North - Dublin 1,3 Bedrooms,1 Bathroom,No,No,12 months,Estate Agent,Q4
December 2024,"€ 1,230",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,???,12 months,Estate Agent,Q4
December 2024,"€ 1,900",Apartment,Dublin City North - Dublin 1,1 Bedroom,1 Bathroom,No,No,12 months,Estate Agent,Q4
